file,class,method,variable,usage
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\connection\MycatStatement.java,io.mycat.connection.MycatStatement,"execute/2[java.lang.String,int]",preparedStatement,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,"write/1[java.util.Map<java.lang.String,java.util.Map<java.lang.String,java.lang.String>>]",fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,StdStorageManagerImpl/1[io.mycat.sqlhandler.config.StorageManager],fileStorageManager,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,register/1[java.lang.Class],fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,toMap/0,fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,registerClasses/0,fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,"reportReplica/1[java.util.Map<java.lang.String,java.util.List<java.lang.String>>]",fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,syncFromNet/0,fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,getDbStorageManager/0,fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,getPrototypeDatasourceConfig/1[io.mycat.sqlhandler.config.StorageManager],fileStorageManager,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,"get/3[java.lang.String,java.lang.String,java.lang.Class<T>]",fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,syncToNet/0,fileStorageManager,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\config\StdStorageManagerImpl.java,io.mycat.sqlhandler.config.StdStorageManagerImpl,checkConfigConsistency/0,fileStorageManager,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\ddl\CreateDatabaseSQLHandler.java,io.mycat.sqlhandler.ddl.CreateDatabaseSQLHandler,onPhysics/1[java.lang.String],LOGGER,1
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\bind\VerSetterImpl.java,io.ordinate.engine.function.bind.VerSetterImpl,"VerSetterImpl/1[java.util.Map<java.lang.Integer,java.util.List<io.ordinate.engine.function.bind.VariableParameterFunction>>]",variableParameterFunctionMap,3
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\bind\VerSetterImpl.java,io.ordinate.engine.function.bind.VerSetterImpl,"set/2[int,io.ordinate.engine.function.bind.VectorSchemaRoot]",variableParameterFunctionMap,1
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\physical\MycatLookUpView.java,io.mycat.calcite.physical.MycatLookUpView,explain/1[io.mycat.calcite.ExplainWriter],relNode,1
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\physical\MycatLookUpView.java,io.mycat.calcite.physical.MycatLookUpView,"copy/2[io.mycat.calcite.physical.RelTraitSet,java.util.List<io.mycat.calcite.RelNode>]",relNode,1
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\physical\MycatLookUpView.java,io.mycat.calcite.physical.MycatLookUpView,getRelNode/0,relNode,1
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\physical\MycatLookUpView.java,io.mycat.calcite.physical.MycatLookUpView,MycatLookUpView/1[io.mycat.calcite.logical.MycatView],relNode,6
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\physical\MycatLookUpView.java,io.mycat.calcite.physical.MycatLookUpView,create/1[io.mycat.calcite.logical.MycatView],relNode,2
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\hbt\ast\base\Fun.java,io.mycat.hbt.ast.base.Fun,"Fun/2[java.lang.String,java.util.List<io.mycat.hbt.ast.base.Expr>]",functionName,3
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\hbt\ast\base\Fun.java,io.mycat.hbt.ast.base.Fun,toString/0,functionName,1
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\MycatCalciteSupport.java,io.mycat.calcite.MycatCalciteSupport$Anonymous4,"lookupOperatorOverloads/5[io.mycat.calcite.SqlIdentifier,io.mycat.calcite.SqlFunctionCategory,io.mycat.calcite.SqlSyntax,java.util.List<io.mycat.calcite.SqlOperator>,io.mycat.calcite.SqlNameMatcher]",map,1
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastDateToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastDateToShortFunctionFactory$Func,isNull/1[java.lang.Record],isNull,2
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastDateToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastDateToShortFunctionFactory$Func,getArg/0,arg,1
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastDateToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastDateToShortFunctionFactory$Func,getShort/1[java.lang.Record],arg,2
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastDateToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastDateToShortFunctionFactory$Func,getShort/1[java.lang.Record],isNull,3
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastDateToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastDateToShortFunctionFactory$Func,Func/1[io.ordinate.engine.function.cast.Function],arg,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,isKey/0,key,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setCovering/1[java.util.List<com.alibaba.druid.sql.ast.SQLName>],covering,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setWithDicName/1[com.alibaba.druid.sql.ast.SQLName],withDicName,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getTable/0,table,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getName/0,name,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,accept0/1[com.alibaba.druid.sql.ast.SQLASTVisitor],covering,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,accept0/1[com.alibaba.druid.sql.ast.SQLASTVisitor],columns,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,accept0/1[com.alibaba.druid.sql.ast.SQLASTVisitor],name,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,hasOptions/0,options,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,"addOption/2[java.lang.String,com.alibaba.druid.sql.ast.SQLExpr]",name,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setTbPartitions/1[com.alibaba.druid.sql.ast.SQLExpr],tbPartitions,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getAlgorithm/0,options,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setLocal/1[boolean],local,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setHashType/1[boolean],hashType,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,isGlobal/0,global,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setDbPartitions/1[com.alibaba.druid.sql.ast.SQLExpr],dbPartitions,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getQueryAnalyzerName/0,queryAnalyzerName,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getCompatibleOptions/0,compatibleOptions,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setGlobal/1[boolean],global,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getDbPartitionBy/0,dbPartitionBy,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getTbPartitions/0,tbPartitions,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setIndexAnalyzerName/1[com.alibaba.druid.sql.ast.SQLName],indexAnalyzerName,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],symbol,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],compatibleOptions,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],covering,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],analyzerName,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],hashMapType,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],columns,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],hasConstraint,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],index,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],global,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],dbPartitions,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],type,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],local,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],tbPartitions,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],withDicName,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],name,4
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],options,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],dbPartitionBy,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],tbPartitionBy,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],indexAnalyzerName,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],queryAnalyzerName,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],key,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,cloneTo/1[com.alibaba.druid.sql.ast.SQLIndexDefinition],table,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getOption/1[java.lang.String],name,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setHasConstraint/1[boolean],hasConstraint,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getOption/1[long],compatibleOptions,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getOption/1[long],options,7
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,isHashType/0,hashType,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setKey/1[boolean],key,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,isIndex/0,index,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setHashMapType/1[boolean],hashMapType,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getIndexAnalyzerName/0,indexAnalyzerName,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getTbPartitionBy/0,tbPartitionBy,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getDbPartitions/0,dbPartitions,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,hasConstraint/0,hasConstraint,2
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getColumns/0,columns,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setColumns/1[java.util.List<com.alibaba.druid.sql.ast.SQLSelectOrderByItem>],columns,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,isLocal/0,local,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getSymbol/0,symbol,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setType/1[java.lang.String],type,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getType/0,type,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setTbPartitionBy/1[com.alibaba.druid.sql.ast.SQLExpr],tbPartitionBy,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,isHashMapType/0,hashMapType,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setDbPartitionBy/1[com.alibaba.druid.sql.ast.SQLExpr],dbPartitionBy,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getOptions/0,options,4
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getWithDicName/0,withDicName,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getCovering/0,covering,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setIndex/1[boolean],index,3
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setSymbol/1[com.alibaba.druid.sql.ast.SQLName],symbol,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setName/1[com.alibaba.druid.sql.ast.SQLName],name,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setAnalyzerName/1[com.alibaba.druid.sql.ast.SQLName],analyzerName,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setQueryAnalyzerName/1[com.alibaba.druid.sql.ast.SQLName],queryAnalyzerName,6
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,getAnalyzerName/0,analyzerName,1
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\com\alibaba\druid\sql\ast\SQLIndexDefinition.java,com.alibaba.druid.sql.ast.SQLIndexDefinition,setTable/1[com.alibaba.druid.sql.ast.SQLTableSource],table,6
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastByteToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastByteToShortFunctionFactory$Func,isNull/1[java.lang.Record],isNull,2
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastByteToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastByteToShortFunctionFactory$Func,getArg/0,arg,1
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastByteToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastByteToShortFunctionFactory$Func,getShort/1[java.lang.Record],arg,2
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastByteToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastByteToShortFunctionFactory$Func,getShort/1[java.lang.Record],isNull,3
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastByteToShortFunctionFactory.java,io.ordinate.engine.function.cast.CastByteToShortFunctionFactory$Func,Func/1[io.ordinate.engine.function.cast.Function],arg,3
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\ColumnInfo.java,io.mycat.beans.mycat.ColumnInfo,"ColumnInfo/2[java.lang.String,int]",columnType,2
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\ColumnInfo.java,io.mycat.beans.mycat.ColumnInfo,"ColumnInfo/2[java.lang.String,int]",columnName,2
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\ColumnInfo.java,io.mycat.beans.mycat.ColumnInfo,"ColumnInfo/5[java.lang.String,java.lang.String,int,int,int]",columnType,2
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\ColumnInfo.java,io.mycat.beans.mycat.ColumnInfo,"ColumnInfo/5[java.lang.String,java.lang.String,int,int,int]",precision,2
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\ColumnInfo.java,io.mycat.beans.mycat.ColumnInfo,"ColumnInfo/5[java.lang.String,java.lang.String,int,int,int]",scale,2
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\ColumnInfo.java,io.mycat.beans.mycat.ColumnInfo,"ColumnInfo/5[java.lang.String,java.lang.String,int,int,int]",tableName,3
