file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Acer\Desktop\cloned\Mycat2\replica\src\main\java\io\mycat\replica\ReplicaSelectorRuntime.java,io.mycat.replica.ReplicaSelectorRuntime,class,24,26,2,24,100,1,0,108,323,0.8567251,0.29435483,0.7076613,38,1,32,6,0,0,32,0,0,1,9,1,0,9,0,0,9,0,19,372,41,10,27,2,0,15,4,76,5,75,3,0,0,14,126,1,7
C:\Users\Acer\Desktop\cloned\Mycat2\va\src\main\java\cn\mycat\vertx\xa\MySQLManager.java,cn.mycat.vertx.xa.MySQLManager,interface,2,8,6,2,8,1,0,0,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastSymbolToDateFunctionFactory.java,io.ordinate.engine.function.cast.CastSymbolToDateFunctionFactory,class,6,6,0,6,2,2,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,1,1,0,0,0,0,0,1,0,15,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\proxy\src\main\java\io\mycat\proxy\callback\AsyncTaskCallBackCounter.java,io.mycat.proxy.callback.AsyncTaskCallBackCounter,class,1,1,0,1,6,1,0,3,0,0.16666667,1.0,1.0,4,0,4,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,0,23,1,0,2,0,0,4,3,3,2,3,1,0,0,0,17,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Anonymous6,anonymous,7,7,0,7,1,1,0,4,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,3,3,0,0,23,1,0,0,0,0,0,0,3,0,3,0,1,0,0,6,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\newquery\RemoveAbandonedTimeoutConnectionImpl.java,io.mycat.newquery.RemoveAbandonedTimeoutConnectionImpl,class,13,14,1,13,29,1,0,31,0,0.4375,1.0,1.0,24,0,24,0,0,0,24,0,0,0,2,0,0,0,0,2,2,0,3,104,17,0,2,0,0,0,1,9,1,9,4,0,0,1,53,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\util\ConcurrentLinkedHashMap.java,io.mycat.util.ConcurrentLinkedHashMap$Weighers$CollectionWeigher,enum,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\constant\BinaryConstant.java,io.ordinate.engine.function.constant.BinaryConstant,class,5,7,2,5,6,2,0,2,0,0.2,0.6,0.6,5,1,5,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,18,3,0,1,0,0,0,0,2,0,1,0,0,0,0,15,17,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Anonymous4,anonymous,7,7,0,7,1,1,0,4,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,3,3,0,0,23,1,0,0,0,0,0,0,3,0,3,0,1,0,0,8,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\rewriter\MycatAggDistinctRule.java,io.mycat.calcite.rewriter.MycatAggDistinctRule,class,15,17,2,15,12,2,0,35,3,0.6666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,3,63,2,0,4,1,0,3,9,14,0,15,7,1,1,1,42,1,1
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Anonymous8,anonymous,4,4,0,4,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,1,0,0,0,0,1,0,1,0,1,0,0,7,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\record\RecordSetter.java,io.ordinate.engine.record.RecordSetter,interface,1,8,7,1,19,1,0,0,171,0.0,0.0,0.0,19,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\adapter\enumerable\RexImpTable.java,org.apache.calcite.adapter.enumerable.RexImpTable$SystemFunctionImplementor,innerclass,5,5,0,5,14,2,0,4,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,8,0,11,0,0,3,0,2,1,2,1,0,0,0,55,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\vertx\VertxMySQLPacketResolver.java,io.mycat.vertx.VertxMySQLPacketResolver$State,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Anonymous2,anonymous,3,3,0,3,4,1,0,4,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,21,3,0,0,0,0,1,0,3,0,3,1,0,0,0,15,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Anonymous3,anonymous,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Anonymous1,anonymous,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\common\IfNullFunctionFactory.java,io.ordinate.engine.function.common.IfNullFunctionFactory$Anonymous1,anonymous,3,3,0,3,42,1,0,15,0,0.14583333,0.8666667,0.875,16,0,16,0,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,183,42,0,0,0,0,0,10,52,0,16,1,0,0,0,37,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\rewriter\MycatJoinPushThroughJoinRule.java,io.mycat.calcite.rewriter.MycatJoinPushThroughJoinRule$Config,interface,7,7,0,7,4,1,0,10,6,1.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,2,0,0,0,0,2,0,0,0,12,2,0,0,0,0,2,0,2,0,6,0,0,0,4,40,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\adapter\enumerable\RexImpTable.java,org.apache.calcite.adapter.enumerable.RexImpTable$FirstValueImplementor,innerclass,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\vertxmycat\SqlResultCollectingPrepareJdbcQuery.java,io.mycat.vertxmycat.SqlResultCollectingPrepareJdbcQuery$Anonymous1,anonymous,4,4,0,4,3,1,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,1,0,0,1,1,0,1,2,0,0,0,8,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\aggregate\AccumulatorFunction.java,io.ordinate.engine.function.aggregate.AccumulatorFunction,interface,6,12,6,6,34,1,0,3,78,0.0,0.0,0.0,13,0,3,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,87,4,1,0,0,0,1,1,3,1,3,2,0,0,0,37,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\math\RandDoubleFunctionFactory.java,io.ordinate.engine.function.math.RandDoubleFunctionFactory,class,5,5,0,5,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\time\TimeFormatFunctionFactory.java,io.ordinate.engine.function.time.TimeFormatFunctionFactory,class,5,5,0,5,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,1,0,0,0,0,0,0,1,0,13,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\physicalplan\UnionPlan.java,io.ordinate.engine.physicalplan.UnionPlan,class,9,11,2,9,6,1,0,7,0,0.5833333,0.6666667,0.6666667,6,1,6,0,0,0,6,0,0,0,2,1,0,1,0,1,1,0,1,22,4,0,0,0,0,0,1,2,0,3,0,0,0,1,22,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastFloatToByteFunctionFactory.java,io.ordinate.engine.function.cast.CastFloatToByteFunctionFactory$Func,innerclass,3,3,0,3,5,2,0,2,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,1,0,1,1,0,0,19,4,0,0,0,0,0,1,3,0,3,1,0,0,0,13,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\proxy\src\main\java\io\mycat\proxy\handler\backend\ResultSetHandler.java,io.mycat.proxy.handler.backend.ResultSetHandler,interface,16,26,10,16,59,1,0,86,99,0.9111111,0.028571429,0.028571429,15,0,0,0,0,15,15,0,0,0,3,1,0,0,0,3,1,0,12,287,5,1,8,5,5,3,11,33,2,29,3,2,0,0,100,1,2
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\localrel\LocalRules.java,io.mycat.calcite.localrel.LocalRules$ProjectViewRule,innerclass,8,8,0,8,2,2,0,8,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,2,22,0,0,0,0,0,0,2,3,0,4,1,0,1,1,29,9,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\localrel\LocalRules.java,io.mycat.calcite.localrel.LocalRules$UnionAllViewRule$Config,interface,5,5,0,5,2,1,0,8,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,1,0,0,0,6,1,0,0,6,14,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\example\src\test\java\io\mycat\replica\MasterSlaveTest.java,io.mycat.replica.MasterSlaveTest,class,11,12,1,11,26,2,0,36,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,40,320,12,17,1,0,0,110,22,41,0,61,2,6,0,20,43,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\rewriter\MycatAggDistinctRule.java,io.mycat.calcite.rewriter.MycatAggDistinctRule$Config,interface,5,5,0,5,2,1,0,12,1,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,9,2,0,0,0,0,1,0,1,0,6,0,0,0,5,21,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\test\java\io\mycat\calcite\rewriter\ColumnMappingTest.java,io.mycat.calcite.rewriter.ColumnMappingTest,class,13,14,1,13,27,1,0,47,295,0.7037037,0.10144927,0.10144927,27,1,24,3,0,0,24,0,0,0,1,1,1,0,0,0,0,0,24,365,4,0,0,0,0,18,126,161,0,155,0,0,0,0,57,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\util\ApplicationContext.java,io.mycat.util.ApplicationContext$AutowiredConstructorPostProcessor,innerclass,7,7,0,7,24,1,0,34,0,0.6666666,0.16666667,0.16666667,6,0,4,2,0,0,4,0,0,0,4,1,0,4,0,0,2,0,12,82,5,6,7,0,0,2,3,20,2,18,3,0,0,2,66,9,0
C:\Users\Acer\Desktop\cloned\Mycat2\config\src\main\java\io\mycat\MycatConfig.java,io.mycat.MycatConfig,class,10,13,3,10,1,1,0,2,0,1.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,7,0,0,0,0,7,0,0,1,17,0,0,0,0,0,0,0,8,0,9,0,0,1,0,20,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\util\CachingSha2PasswordPlugin.java,io.mycat.util.CachingSha2PasswordPlugin,class,7,9,2,7,14,1,0,24,21,0.92857146,0.0,0.0,7,7,7,0,0,0,7,0,0,0,2,2,1,0,0,1,2,0,13,65,10,0,4,2,0,9,11,18,3,16,1,0,0,0,83,1,2
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastDoubleToByteFunctionFactory.java,io.ordinate.engine.function.cast.CastDoubleToByteFunctionFactory$Func,innerclass,3,3,0,3,5,2,0,2,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,0,19,4,0,0,0,0,0,1,3,0,3,1,0,0,0,13,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\config\src\main\java\io\mycat\util\MycatSQLExprTableSourceUtil.java,io.mycat.util.MycatSQLExprTableSourceUtil,class,3,4,1,3,6,1,0,4,3,0.0,0.0,0.0,3,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,24,3,0,3,0,0,6,0,4,3,1,1,0,0,0,17,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\adapter\enumerable\RexImpTable.java,org.apache.calcite.adapter.enumerable.RexImpTable$PiImplementor,innerclass,4,4,0,4,3,2,0,1,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,20,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\table\MycatReflectiveSchema.java,io.mycat.calcite.table.MycatReflectiveSchema$FieldTable,innerclass,6,6,0,6,5,3,0,6,0,0.4,0.7,1.0,5,0,3,0,0,2,5,0,0,0,2,0,0,2,0,0,1,0,0,21,3,0,0,0,0,2,0,2,1,2,0,0,0,0,23,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\vertxmycat\VertxMycatTextCollector.java,io.mycat.vertxmycat.VertxMycatTextCollector,class,13,15,2,13,17,1,0,27,57,0.81212133,0.20952381,0.8666667,15,0,15,0,0,0,15,0,0,0,11,0,0,11,0,0,0,0,0,92,7,0,0,0,2,0,4,32,3,28,1,0,0,0,78,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\util\ConcurrentReferenceHashMap.java,io.mycat.util.ConcurrentReferenceHashMap$TaskOption,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\sqlfunction\jsonfunction\SubGtFunction.java,io.mycat.calcite.sqlfunction.jsonfunction.SubGtFunction,class,5,5,0,5,3,3,0,2,3,0.8333334,0.0,0.0,3,1,3,0,0,0,3,0,0,0,2,2,2,0,0,0,0,0,0,13,0,0,0,0,0,2,1,2,0,2,0,0,0,0,29,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\sqlhandler\BinlogUtil.java,io.mycat.sqlhandler.BinlogUtil$ParamSQL,innerclass,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,9,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\hbt\HBTRunner.java,io.mycat.hbt.HBTRunner,interface,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\beans\mycat\CopyMycatRowMetaData.java,io.mycat.beans.mycat.CopyMycatRowMetaData,class,2,4,2,2,17,1,0,25,0,0.0625,0.7583333,0.7583333,16,0,16,0,0,0,16,0,0,0,1,0,0,0,0,1,1,0,0,131,14,1,0,0,0,0,1,17,0,15,1,0,1,0,41,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\mycat2\src\main\java\io\mycat\commands\MycatRequest.java,io.mycat.commands.MycatRequest,class,4,4,0,4,3,1,0,2,0,0.44444445,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,16,2,0,0,0,0,0,0,3,0,3,0,0,0,0,13,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\adapter\enumerable\RexImpTable.java,org.apache.calcite.adapter.enumerable.RexImpTable$CollectImplementor,innerclass,4,4,0,4,2,2,0,9,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19,8,0
C:\Users\Acer\Desktop\cloned\Mycat2\proxy\src\main\java\io\mycat\command\prepareStatement\PrepareMySQLSessionInfo.java,io.mycat.command.prepareStatement.PrepareMySQLSessionInfo,class,2,3,1,2,10,1,0,1,0,0.2,0.9,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,0,0,2,0,0,0,32,7,0,5,0,2,0,2,5,3,4,1,0,0,0,25,17,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\sql\validate\SqlValidatorImpl.java,org.apache.calcite.sql.validate.SqlValidatorImpl$Permute,innerclass,10,10,0,10,14,1,0,35,0,0.33333334,1.0,1.0,3,0,1,1,0,1,2,0,0,0,3,0,0,0,0,3,3,0,1,83,2,5,2,0,3,0,1,35,2,31,3,0,0,1,70,2,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\util\SimpleDuration.java,io.mycat.util.SimpleDuration,class,3,4,1,3,8,1,0,8,0,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,3,35,2,0,1,1,0,3,3,5,2,5,2,0,0,0,31,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\string\ConcatFunctionFactory.java,io.ordinate.engine.function.string.ConcatFunctionFactory$Func,innerclass,3,3,0,3,6,2,0,4,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,1,27,4,1,0,0,0,1,1,5,0,4,2,0,0,0,16,26,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastByteToBooleanFunctionFactory.java,io.ordinate.engine.function.cast.CastByteToBooleanFunctionFactory$Func,innerclass,3,3,0,3,6,2,0,2,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,1,0,0,19,4,0,0,0,0,0,4,3,0,3,1,0,0,0,14,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\MycatRules.java,io.mycat.calcite.MycatRules,class,27,28,1,27,6,1,0,19,3,0.6875,NaN,NaN,3,2,1,2,0,0,1,0,0,0,16,16,14,0,1,1,16,0,0,85,9,0,0,0,0,7,1,26,1,82,1,0,0,13,76,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\linq4j\EnumerableDefaults.java,org.apache.calcite.linq4j.EnumerableDefaults$Wrapped,innerclass,3,3,0,3,6,1,0,2,0,0.1,1.0,1.0,5,1,3,1,0,1,4,0,0,0,2,0,0,2,0,0,2,0,0,20,4,0,1,0,1,0,0,2,0,2,0,0,0,0,17,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastShortToDateFunctionFactory.java,io.ordinate.engine.function.cast.CastShortToDateFunctionFactory$Func,innerclass,3,3,0,3,5,2,0,2,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,1,0,1,1,0,0,19,4,0,0,0,0,0,1,3,0,3,1,0,0,0,13,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\rel\type\RelDataTypeFactoryImpl.java,org.apache.calcite.rel.type.RelDataTypeFactoryImpl,class,24,28,4,24,70,2,0,63,466,0.9296875,0.043290045,0.043290045,32,5,17,10,5,0,22,0,1,0,4,3,0,3,1,0,4,0,13,366,44,8,9,0,1,2,20,29,0,25,3,6,2,0,190,1025,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\physical\MycatSortMergeJoin.java,io.mycat.calcite.physical.MycatSortMergeJoin,class,29,33,4,29,12,2,1,51,28,0.0,0.0,0.0,8,1,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,68,6,2,1,0,0,7,7,32,1,29,2,0,0,1,83,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\sqlfunction\datefunction\TimeDiff2Function.java,io.mycat.calcite.sqlfunction.datefunction.TimeDiff2Function,class,3,4,1,3,8,3,0,4,1,0.75,0.0,0.0,2,1,2,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,1,21,4,0,2,0,1,2,0,4,0,4,1,0,0,0,24,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\org\apache\calcite\rel\metadata\RelMdUtil.java,org.apache.calcite.rel.metadata.RelMdUtil,class,24,27,3,24,129,2,0,84,660,0.9189189,0.0017825312,0.0017825312,37,36,34,3,0,0,34,0,0,0,1,1,1,0,0,0,1,0,25,484,55,12,32,0,20,1,47,108,29,76,3,0,1,0,441,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\sqlfunction\stringfunction\InstrFunction.java,io.mycat.calcite.sqlfunction.stringfunction.InstrFunction,class,3,4,1,3,4,3,0,2,1,0.75,0.0,0.0,2,1,2,0,0,0,2,0,0,0,2,2,2,0,0,0,1,0,0,13,2,0,2,0,0,2,1,2,1,2,1,0,0,0,18,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\router\src\main\java\io\mycat\router\migrate\ConsistentHashBalanceExpandResult.java,io.mycat.router.migrate.ConsistentHashBalanceExpandResult,class,4,5,1,4,5,1,0,9,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,27,0,3,0,0,0,0,0,8,0,8,3,0,1,0,28,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\hbt\src\main\java\io\mycat\calcite\sqlfunction\datefunction\YearWeekFunction.java,io.mycat.calcite.sqlfunction.datefunction.YearWeekFunction,class,5,6,1,5,4,3,0,4,3,0.8333334,0.0,0.0,3,2,3,0,0,0,3,0,0,0,2,2,2,0,0,0,0,0,2,16,3,0,1,0,0,3,1,2,2,2,1,0,0,0,22,1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\constant\DatetimeConstant.java,io.ordinate.engine.function.constant.DatetimeConstant$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\datasource\src\main\java\io\mycat\datasource\jdbc\mongodb\MongoDriver.java,io.mycat.datasource.jdbc.mongodb.MongoDriver,class,7,9,2,7,19,1,0,12,26,0.8333333,0.0,0.0,8,0,7,1,0,0,8,0,0,0,3,2,0,2,0,1,2,0,4,69,13,0,5,3,1,13,2,9,4,6,1,0,0,0,46,1,4
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\cast\CastShortToStringFunctionFactory.java,io.ordinate.engine.function.cast.CastShortToStringFunctionFactory$Func,innerclass,3,3,0,3,3,2,0,2,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,1,12,2,0,0,0,0,0,0,1,0,1,0,0,0,0,11,10,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\builder\PhysicalSortProperty.java,io.ordinate.engine.builder.PhysicalSortProperty$Anonymous1,anonymous,2,2,0,2,29,1,0,35,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,116,24,0,0,0,1,0,5,10,0,10,3,0,0,0,20,-1,0
C:\Users\Acer\Desktop\cloned\Mycat2\executor\src\main\java\io\ordinate\engine\function\constant\BinaryTypeConstant.java,io.ordinate.engine.function.constant.BinaryTypeConstant,class,4,6,2,4,2,2,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,19,17,0
C:\Users\Acer\Desktop\cloned\Mycat2\common\src\main\java\io\mycat\newquery\MysqlCollectorImpl.java,io.mycat.newquery.MysqlCollectorImpl,class,2,2,0,2,4,1,0,0,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,1,0
